player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Seth Curry,curryse01,2023,RS,BRK,2528,1211,-.3170571915472913,-1.806594156387612,-2.123651347934904,-2.733574135003505,-2.292300873330521,-5.025875008334026,-.847811143800826,-2.035129992439508,-2.882941136240334,-.0819561457216385,-.0819561457216385,0,-.7741002668900613,-1.613125524981265,-2.387225791871327,-.2234360744092954
Stephen Curry,curryst01,2023,PO,GSW,1067,493,6.038388701436446,-2.066240496904414,3.972148204532032,10.53301516459145,.9688765051951668,11.50189166978662,7.389385180261024,-1.618930033872407,5.770455146388617,2.250248124846405,0,2.250248124846405,6.482410128016869,-.7852750150738388,5.69713511294303,1.776370425438932
Stephen Curry,curryst01,2023,RS,GSW,4233,1941,7.655341629249171,-1.166458199174025,6.488883430075146,4.79285716972518,-.0967019700507161,4.696155199674465,7.488473112582354,-1.021001436451539,6.467471676130815,9.292964725258852,9.292964725258852,0,7.788065524944706,-.8000638209168768,6.988001704027829,1.823602791974064
Dyson Daniels,daniedy01,2023,RS,NOP,2240,1042,-2.547197034014913,2.902306899145251,.3551098651303382,-4.212336393582009,2.741383347547996,-1.470953046034013,-3.061017645190121,2.985733523713693,-.0752841214764279,1.426901458220025,1.426901458220025,0,-3.308461608663938,2.225537917052761,-1.082923691611177,.3511173843865543
Anthony Davis,davisan02,2023,PO,LAL,1266,608,.7099939866154458,5.94394870074277,6.653942687358216,6.348371237343708,.5276030387014654,6.875974276045174,1.918518001981865,5.176000747689985,7.09451874967185,3.166666156059864,0,3.166666156059864,3.99170307241737,6.540106491796242,10.53180956421361,.5346837897084122
Anthony Davis,davisan02,2023,RS,LAL,4061,1904,2.886178786309799,4.313520573434193,7.199699359743992,.8930567980316411,4.476172324651551,5.369229122683192,2.669793353012132,4.605848096928667,7.2756414499408,9.75963273644857,9.75963273644857,0,2.539424894760143,4.025105954780989,6.564530849541132,.212623989840652
JD Davison,davisjd01,2023,RS,BOS,140,66,-1.693507115070698,.626454450213296,-1.067052664857402,-4.003600427575517,-1.014995518712699,-5.018595946288216,-2.354929755232854,.2382870441673379,-2.116642711065516,.0213457895629717,.0213457895629717,0,-1.996616768333005,-2.400656926934967,-4.397273695267971,.088135572329974
Johnny Davis,davisjo06,2023,RS,WAS,905,423,-3.709765790540652,-2.832275762637261,-6.542041553177913,-7.508562620556011,3.91302648909996,-3.595536131456051,-4.72337322459392,-1.5816004189332,-6.30497364352712,-.7697956152328294,-.7697956152328294,0,-4.562034564410066,-1.799429967252073,-6.361464531662139,.3394743272955817
Terence Davis,daviste02,2023,PO,SAC,126,58,4.500875057753942,-.9968295432677177,3.504045514486224,8.664578356227132,-8.552506513994871,.1120718422322611,5.666954526662932,-2.674634674932712,2.99231985173022,.1770196473448562,0,.1770196473448562,3.546117750893006,-1.574059465485688,1.972058285407319,.9917977551548981
Terence Davis,daviste02,2023,RS,SAC,1825,841,-.5125647711409024,-.7951472415680754,-1.307712012708978,-.6386203331446294,2.910546619260507,2.271926286115878,-.6357579785592701,-.045524383382151,-.681282361941421,.9000888844569533,.9000888844569533,0,-.2549926107875934,-.239621562703145,-.4946141734907383,1.41537847978756
Darius Days,daysda01,2023,RS,HOU,53,25,4.882296543654703,-1.97935801547178,2.902938528182923,-.9408232072610622,6.756908419339371,5.816085212078309,4.128084269442879,-.1360560899945825,3.992028179448297,.0851970418925269,.0851970418925269,0,3.607798002678428,-4.141794947220153,-.533996944541725,-.936077297818262
Dewayne Dedmon,dedmode01,2023,PO,PHI,11,5,-17.27519819134115,-19.86323601778715,-37.1384342091283,4.197656376141004,-29.23809889977333,-25.04044252363232,-13.80448782101831,-23.04607188666941,-36.85055970768772,-.0949805573274713,0,-.0949805573274713,-7.900998295320076,-16.22973364585241,-24.13073194117248,5.771406612430642
Dewayne Dedmon,dedmode01,2023,RS,MIA,750,350,-1.63603122016632,.7834376803207619,-.8525935398455582,-7.681895629079212,1.383485998823103,-6.298409630256108,-2.980252110250588,.9346406478922893,-2.045611462358299,.1263510785635882,.1263510785635882,0,-3.125249085119304,.4864047541488348,-2.638844330970469,.4561247461706949
Dewayne Dedmon,dedmode01,2023,RS,PHI,159,76,-3.287869893168418,-.5532102310554614,-3.841080124223879,-3.606398572090165,-.363555528305024,-3.969954100395189,-3.611667448496304,-.6145733557729718,-4.226240804269276,-.0565544332355797,-.0565544332355797,0,-3.118209687123443,-2.024204861538554,-5.142414548661996,-1.211560879686546
Matthew Dellavedova,dellama01,2023,RS,SAC,474,213,-2.646302661708373,3.028471150253544,.3821684885451706,-8.85526461438527,4.82288663859244,-4.03237797579283,-4.136099168923014,3.591429466055001,-.5446697028680134,.2400183867107207,.2400183867107207,0,-3.573540991072672,1.03041593189844,-2.543125059174232,.1513675764835708
DeMar DeRozan,derozde01,2023,RS,CHI,5577,2682,2.580374131110058,-.0019318782629157,2.578442252847143,.0954495852899117,2.19341036709811,2.288859952388021,2.216576483838091,.4297249311530807,2.646301414991171,7.383588034000252,7.383588034000252,0,1.127924224240333,.7197818470646341,1.847706071304967,-.0065002775973379
Moussa Diabate,diabamo01,2023,RS,LAC,416,195,-1.614739707310332,1.278509318309358,-.3362303890009732,-1.263398637355188,-2.902147840380346,-4.165546477735535,-1.609122255910659,.5090360444804763,-1.100086211430183,.1635595331637846,.1635595331637846,0,-2.268739292369609,.0784060329986678,-2.190333259370941,-.3620129375018267
Mamadi Diakite,diakima01,2023,RS,CLE,352,176,-6.838355711184137,-3.562187264260215,-10.40054297544435,-4.572229437151885,1.157835840112211,-3.414393597039675,-6.816950123263822,-2.888052300742846,-9.705002424006668,-.6206815646961572,-.6206815646961572,0,-5.738144378676131,-2.122908170810082,-7.861052549486212,-.6212986503380401
Hamidou Diallo,diallha01,2023,RS,DET,2138,996,-1.506660796995829,2.597756984337686,1.091096187341857,-.4554083313316498,4.458598263991549,4.003189932659899,-1.30568929718429,3.211254458316719,1.905565161132429,2.387751269956996,2.387751269956996,0,-.9134047306851188,2.166442755997437,1.253038025312318,.9378898842466404
Gorgui Dieng,dienggo01,2023,RS,SAS,769,358,-5.699117169307005,-2.142644528014586,-7.841761697321591,-7.565343828705855,-3.088186042917722,-10.65352987162358,-6.345364411454824,-2.310248875463216,-8.65561328691804,-1.091563564821119,-1.091563564821119,0,-5.775327516498379,-2.019877205233008,-7.795204721731387,1.206510610308226
Ousmane Dieng,diengou01,2023,RS,OKC,1217,569,-2.847478913269271,-3.082408624862084,-5.929887538131355,.2572275324267836,1.020326154630164,1.277553687056947,-2.378421617056162,-2.423803933604403,-4.802225550660565,-.5937886201392538,-.5937886201392538,0,-3.138643050620813,-2.971008002890802,-6.109651053511615,-.3354907167888824
Spencer Dinwiddie,dinwisp01,2023,PO,BRK,302,159,-.3592933986051383,-.6248720936200436,-.9841654922251819,12.27489980425736,-3.709827051646578,8.565072752610781,2.378961121625861,-1.337011876690018,1.041949244935843,.3176351424137238,0,.3176351424137238,2.078380058165571,-.5192724702957923,1.559107587869778,.1174548384481305
Spencer Dinwiddie,dinwisp01,2023,RS,BRK,1877,917,2.779416248884238,.6416246662434044,3.421040915127643,-.1799566624522009,2.609000211369354,2.429043548917154,2.322199974197714,1.076656166741681,3.398856140939394,2.856270053346683,2.856270053346683,0,2.364660423172399,1.30952553303673,3.674185956209129,-.719022817098334
Spencer Dinwiddie,dinwisp01,2023,RS,DAL,3589,1808,1.970948768539886,-2.345932118890472,-.3749833503505853,-1.481835132048539,-1.180282532884884,-2.662117664933423,1.343328231538698,-2.221196250239843,-.8778680187011458,1.699260849978763,1.699260849978763,0,1.205148251562469,-1.545368764168875,-.3402205126064064,-1.617318349154728
Donte DiVincenzo,divindo01,2023,PO,GSW,514,235,-1.480214891274481,1.389407916102414,-.0908069751720675,-6.092287401538246,-3.533146147487256,-9.625433549025502,-2.515899391950328,.3905235799364005,-2.125375812013927,.0777924984580761,0,.0777924984580761,-3.11852082293824,.3177052952255799,-2.800815527712659,.7049740354261711
Donte DiVincenzo,divindo01,2023,RS,GSW,4112,1894,.179699323176806,2.653837712009465,2.833537035186271,-1.065871111748822,2.275465338397908,1.209594226649085,-.0681412276545298,2.72120626828985,2.653065040635321,5.256513723557963,5.256513723557963,0,.3412819990470535,2.819130055095282,3.160412054142336,.6849398721588503
Luka Doncic,doncilu01,2023,RS,DAL,4863,2391,8.847348818625925,-.3227923500524177,8.524556468573508,3.65294545418207,-.9329861146482732,2.719959339533797,8.268504143192731,-.4441727378921132,7.824331405300617,12.98502265022528,12.98502265022528,0,7.913463996780141,-.174521816918222,7.738942179861919,.6691670828778112
Tyler Dorsey,dorsety01,2023,RS,DAL,16,8,19.41742438567301,6.564384541060659,25.98180892673367,-13.26479615944725,17.14640354096744,3.881607381520183,13.6801115597618,9.129072098677394,22.80918365843919,.1032295531977849,.1032295531977849,0,13.6978150908151,3.893474360143932,17.59128945095903,-1.057315550075061
Luguentz Dort,dortlu01,2023,RS,OKC,4874,2272,-1.256985298797946,3.041849704468251,1.784864405670305,1.213252942170444,-.3378164013265735,.8754365408438706,-.8199308908267011,2.512759193313576,1.692828302486875,5.184905439817936,5.184905439817936,0,-.8091075140521504,3.203305330153852,2.394197816101702,.6838520798114281
Ayo Dosunmu,dosunay01,2023,RS,CHI,4405,2098,-2.347676098368809,.064212065503741,-2.283464032865067,-4.444854947750236,1.516194841591443,-2.928660106158793,-2.905838012615498,.34005359335356,-2.565784419261938,.1973376420432188,.1973376420432188,0,-3.458562799807243,.8528063577857582,-2.605756442021485,.0785003322242623
Devon Dotson,dotsode01,2023,RS,WAS,108,53,-4.159276890245126,5.029294305659731,.8700174154146056,-6.016532367675202,5.799165511702675,-.2173668559725268,-4.776713138255066,5.53014604240162,.7534329041465542,.0949240529480992,.0949240529480992,0,-1.957824638062936,5.735659560258926,3.77783492219599,.2015005484910173
Jeff Dowtin Jr.,dowtije01,2023,RS,TOR,523,259,-.5403933364097813,-.3683965267915112,-.9087898632012925,.6709878105382447,-1.830630434988636,-1.159642624450391,-.3582711253568955,-.7180985504916322,-1.076369675848528,.217416190299171,.217416190299171,0,-1.349694612651512,-1.269533833787907,-2.619228446439418,-1.707055329183571
PJ Dozier,doziepj01,2023,PO,SAC,11,6,29.89936220172902,.1738893545351138,30.07325155626413,25.64934962238916,23.63125562128458,49.28060524367373,31.01220341651874,5.121037125852352,36.13324054237109,.1174650698066776,0,.1174650698066776,20.64921826782966,.6717372084834621,21.32095547631312,-4.246076778419615
PJ Dozier,doziepj01,2023,RS,SAC,170,79,-7.168404139871059,8.321851095937726,1.153446956066667,-10.08825243611311,3.098119066424974,-6.990133369688133,-8.282620789306964,7.764423408148131,-.5181973811588332,.0908184652511364,.0908184652511364,0,-4.810662787923973,5.062487575251994,.2518247873280215,.9693146099099992
Goran Dragic,dragigo01,2023,PO,MIL,15,7,5.245850175958964,-17.8531664847742,-12.60731630881524,-6.038863454314472,-15.6194214856,-21.65828493991447,3.19762998753275,-18.36556517847647,-15.16793519094372,-.0453578365223674,0,-.0453578365223674,1.082808170747069,-19.64240720413614,-18.55959903338907,-.8226556965089642
Goran Dragic,dragigo01,2023,RS,CHI,1689,787,-1.423221118422787,-2.330016579123971,-3.753237697546758,.0260010329784268,.5356934967023049,.5616945296807317,-1.194341759699925,-1.893964710227809,-3.088306469927734,-.1361063971269796,-.1361063971269796,0,-1.189029514537322,-2.428136515111301,-3.617166029648622,.1984507258068228
Goran Dragic,dragigo01,2023,RS,MIL,181,83,-.3196597495762699,-2.067948007394719,-2.387607756970989,-.8443587425113102,-11.31370749957177,-12.15806624208308,-.4283284202268089,-4.159310207474673,-4.587638627701481,-.0779444302694135,-.0779444302694135,0,.8494484923273338,-5.307632387432003,-4.45818389510467,.1643139860619458
Andre Drummond,drumman01,2023,RS,CHI,1799,849,-1.598013004506377,2.696029078297137,1.09801607379076,-1.867840089756446,2.604460935680561,.7366208459241157,-1.740470717919873,2.79306594383718,1.052595225917307,1.662605191595336,1.662605191595336,0,-2.353647688049022,3.094591387529099,.7409436994800771,.9482129931126331
Chris Duarte,duartch01,2023,RS,IND,1918,897,-1.260406566018273,.2717627570272093,-.988643808991064,-3.171523322205188,-2.00348071257833,-5.175004034783519,-1.725544374137644,-.134056864602447,-1.859601238740091,.4074402519631853,.4074402519631853,0,-1.309715444621505,-.5010430576774294,-1.810758502298934,-.012436062959883
David Duke Jr.,dukeda01,2023,PO,BRK,10,5,-25.44565425653249,8.508769772767122,-16.93688448376536,-24.50009460846947,26.71698723911156,2.216892630642082,-26.63479663193481,12.82963621122417,-13.80516042071064,-.0314769251841022,0,-.0314769251841022,-18.73648983112962,6.005243292720673,-12.73124653840894,8.088564484977617
David Duke Jr.,dukeda01,2023,RS,BRK,485,228,-2.076178892805173,1.044860488463788,-1.031318404341386,-4.808523340823107,1.537932851162064,-3.270590489661043,-2.770728173583692,1.214185231084032,-1.556542942499661,.1397638081357335,.1397638081357335,0,-3.191290388912061,.6641154535911772,-2.527174935320883,.6791954157602641
Kris Dunn,dunnkr01,2023,RS,UTA,1245,568,2.818799130535901,-2.767165486403664,.0516336441322363,-1.275919001802825,-1.800361239250927,-3.076280241053751,2.134236669221357,-2.698492869254235,-.5642562000328786,.6326577804916604,.6326577804916604,0,1.550982218753566,-1.761823005658704,-.2108407869051374,-.1205926770413581
Kevin Durant,duranke01,2023,PO,PHO,962,466,2.746255168800062,-1.63240874607803,1.113846422722032,12.96813065776898,-2.295582770051471,10.67254788771751,4.951266295445375,-1.843083731826697,3.108182563618678,1.460195703800892,0,1.460195703800892,4.09951583514092,-1.514752433141136,2.584763401999784,1.624598471557213
Kevin Durant,duranke01,2023,RS,BRK,2900,1403,4.788617861562258,.2843401708859157,5.072958032448174,2.672209088410419,2.589962031366337,5.262171119776756,4.619837362844763,.7715510659415288,5.391388428786291,5.892128187686534,5.892128187686534,0,4.978813527069572,.2941795539443283,5.2729930810139,1.116013304602101
Kevin Durant,duranke01,2023,RS,PHO,548,269,5.849838850507035,.1234540592809886,5.973292909788023,2.56298078895747,2.903746080266605,5.466726869224074,5.513142843917128,.6916927125614041,6.204835556478532,1.237973663197516,1.237973663197516,0,5.221811471215335,-.8901208341580202,4.331690637057314,.7373377195834375
Jalen Duren,durenja01,2023,RS,DET,3489,1670,-1.775983214005526,-.037849466615362,-1.813832680620888,-2.086592660449637,-.0589144615937916,-2.145507122043429,-1.919017416227312,.0170839097686436,-1.901933506458668,.7204884265462389,.7204884265462389,0,-2.004120787343808,-.4115867351885497,-2.415707522532358,-.2923694183590103
Tari Eason,easonta01,2023,RS,HOU,3753,1767,-.412676970389714,.4535495665747135,.0408725961849996,-1.849737182595538,3.025824534724925,1.176087352129387,-.68694547251104,1.084379743635229,.3974342711241892,2.845951478292833,2.845951478292833,0,-.9739610984290753,.3949395428309221,-.5790215555981533,.3011432073723417
Anthony Edwards,edwaran01,2023,PO,MIN,392,199,10.16148184294465,.9789852851272411,11.14046712807189,22.71493271896701,-8.023773095258923,14.69115962370808,13.44144105847018,-.895602744543561,12.54583831392661,1.588881897025356,0,1.588881897025356,11.67525395664738,1.511210647640775,13.18646460428815,-.7866191000468983
Anthony Edwards,edwaran01,2023,RS,MIN,6026,2842,1.015686159332845,.0389885512428026,1.054674710575647,1.936633290921483,1.670837210690664,3.607470501612147,1.275097033484373,.3725688474764499,1.647665880960823,6.423361055964551,6.423361055964551,0,1.492513846184972,.714041466383184,2.206555312568156,.740737022920991
Kessler Edwards,edwarke02,2023,PO,SAC,15,7,-5.397227824620493,1.094062548180071,-4.303165276440422,25.58014228036954,26.25230346949591,51.83244574986546,.7288271004657518,6.438386972190439,7.167214072656191,.0351766404488453,0,.0351766404488453,-2.639150294861443,3.724960624860583,1.08581032999914,-3.643253080612484
Kessler Edwards,edwarke02,2023,RS,SAC,648,306,-.3132303843533114,.1720573834485796,-.1411730009047318,2.301787817572968,-.0616528638740247,2.240134953698943,.2027782530208517,.1750955122845429,.3778737653053945,.4876140495491262,.4876140495491262,0,-.7424468678876325,.0202710959608155,-.722175771926817,-.1474457832372024
Kessler Edwards,edwarke02,2023,RS,BRK,171,79,-7.092922473969728,-2.036020880598467,-9.128943354568195,3.405304085475465,-1.968972541052343,1.436331544423122,-5.314983447965022,-2.126638954256294,-7.441622402221316,-.1895631044339874,-.1895631044339874,0,-3.916255230915717,-3.066220405486397,-6.982475636402114,.2474034573731944
Keon Ellis,elliske01,2023,RS,SAC,147,71,2.547411407180899,-1.263368731684203,1.284042675496696,-9.56827003440168,-2.788090111466314,-12.35636014586799,.1999731630451693,-1.609294042304499,-1.40932087925933,.0483644365182369,.0483644365182369,0,1.84496621468908,-2.122818964300055,-.2778527496109744,-.4168954936363889
Joel Embiid,embiijo01,2023,PO,PHI,654,336,-1.999001287727941,7.665243088223,5.666241800495058,-1.802936703061998,3.140457186163305,1.337520483101307,-2.048871252260451,7.130376249128547,5.081504996868096,1.39536781567034,0,1.39536781567034,-.6118315939382293,5.679944965349566,5.068113371411336,.7627582730418442
Joel Embiid,embiijo01,2023,RS,PHI,4632,2284,4.79068632686066,3.440130252241604,8.230816579102264,2.616777158741749,3.808924146898928,6.425701305640677,4.536234389098525,3.674164470033697,8.210398859132223,12.82538398491,12.82538398491,0,4.588848609214243,3.239673423606056,7.828522032820299,.4209460186751737
Drew Eubanks,eubandr01,2023,RS,POR,3311,1584,-2.016774912131607,.3718100550997443,-1.644964857031862,.5494626837511875,-1.530323750791488,-.9808610670403001,-1.619051898673277,.0713265347984655,-1.547725363874812,.9659450839601279,.9659450839601279,0,-2.037526256763256,.39438119278213,-1.643145063981126,-.5901853377262135
Bruno Fernando,fernabr01,2023,RS,ATL,88,41,-1.435096964318793,-1.975649308313421,-3.410746272632214,-7.08075762772407,6.098556562471471,-.9822010652525988,-2.72389883372046,-.3916981154594966,-3.115596949179956,-.0077283348159757,-.0077283348159757,0,-.9997170632325981,-1.409000895255489,-2.408717958488087,1.06514584836582
Bruno Fernando,fernabr01,2023,RS,HOU,756,364,-2.098915246650511,1.954975118973287,-.1439401276772232,-2.167059270367864,1.000938281445793,-1.166120988922071,-2.215727417053825,1.953586355036861,-.2621410620169642,.4604997885556335,.4604997885556335,0,-2.406029628631034,.2902936865788286,-2.115735942052205,-.3336871954714803
Dorian Finney-Smith,finnedo01,2023,PO,BRK,195,101,-4.804520469713717,4.786242809321598,-.0182776603921191,4.067742826562953,6.967794994528167,11.03553782109112,-3.144401470705319,5.496109867931564,2.351708397226245,.2700995300289438,0,.2700995300289438,-3.587064982966668,3.814744732698025,.2276797497313572,-.3763198262563625
Dorian Finney-Smith,finnedo01,2023,RS,BRK,1489,721,-3.924957473018833,1.477440198313144,-2.447517274705689,-1.982860296649699,-.3133587038402125,-2.296219000489911,-3.764285746000438,1.194074234873751,-2.570211511126687,.0663106471423439,.0663106471423439,0,-2.947577387394331,1.5376870036773,-1.409890383717031,.2666142777154769
Dorian Finney-Smith,finnedo01,2023,RS,DAL,2567,1288,-1.64781698933529,1.303500020953258,-.3443169683820315,1.0900207756785,.4719894007667628,1.562010176445263,-1.199245664885349,1.235234574656969,.0359889097716199,1.817430169659153,1.817430169659153,0,-1.102741999802069,1.32268827239804,.2199462725959711,-.7358921497868181
Malachi Flynn,flynnma01,2023,RS,TOR,1426,691,-1.372998369554439,-2.767278356087871,-4.140276725642311,-2.486761096064009,-2.238304349264419,-4.725065445328428,-1.707840188281972,-2.837318262955671,-4.545158451237643,-.6272308307588608,-.6272308307588608,0,-1.546049707545707,-2.258507728812341,-3.804557436358048,-.9009302651516365
Simone Fontecchio,fontesi01,2023,RS,UTA,1675,766,-2.647475294253526,-4.574973386315681,-7.222448680569206,-5.699332439019691,-3.922575353193999,-9.62190779221369,-3.453681600436344,-4.694169186319829,-8.147850786756173,-2.122038593226361,-2.122038593226361,0,-2.828363488587252,-5.189835690418271,-8.018199179005522,.5974669731131816
Bryn Forbes,forbebr01,2023,RS,MIN,580,268,-3.693294676471481,-4.445918841411536,-8.139213517883018,-3.356286228734198,-3.351250673978807,-6.707536902713005,-3.818747294211293,-4.482917695666393,-8.301664989877686,-.7604497643743312,-.7604497643743312,0,-4.071638603852265,-4.856829701652231,-8.928468305504495,.1795862642675538
Trent Forrest,forretr01,2023,RS,ATL,586,277,-3.295277506963221,-1.630363321318554,-4.925640828281774,-4.487751871353001,-2.380057066874028,-6.867808938227029,-3.761349616705911,-1.869498468592386,-5.630848085298298,-.4036678338521354,-.4036678338521354,0,-3.38858250497375,-2.741348020968078,-6.129930525941829,-.8600477657623835
Michael Foster Jr.,fostemi02,2023,RS,PHI,2,1,-2.974646020788549,6.259031083968946,3.284385063180396,-67.87993870921571,4.631093375523157,-63.24884533369255,-16.72575153558002,6.352898635733316,-10.37285289984671,-.0037770858615895,-.0037770858615895,0,-15.00483187961132,-.1167901501394124,-15.12162202975073,-2.909110490550979
Evan Fournier,fournev01,2023,RS,NYK,961,459,-2.447335472813032,-2.315369880739405,-4.762705353552437,-3.60374584534916,-.4681170804697617,-4.071862925818922,-2.876682399466583,-2.072987325415415,-4.949669724881998,-.5173398143958496,-.5173398143958496,0,-1.842688083096629,-1.686168824200132,-3.528856907296761,.4344412685116386
De'Aaron Fox,foxde01,2023,PO,SAC,600,270,2.470899007124099,-4.505816010954722,-2.034917003830623,8.106931576879896,-8.18832577957491,-.0813942026950141,3.86893467261179,-5.57762364226283,-1.70868896965104,.1524633465025725,0,.1524633465025725,4.259284651593832,-3.688933484435521,.5703511671583112,3.006558352602994
De'Aaron Fox,foxde01,2023,RS,SAC,5229,2435,4.673055532391947,-.9617888743043039,3.711266658087643,2.800744046258335,-3.245246398805916,-.4445023525475809,4.463812974435878,-1.476756889033644,2.987056085402234,7.18265649659256,7.18265649659256,0,4.15951574747681,-.8905432693147488,3.268972478162061,.7831218716714028
Markelle Fultz,fultzma01,2023,RS,ORL,3750,1778,-.1820860498295881,-.1483664886643804,-.3304525384939685,-.7732256283016147,-1.402802280474169,-2.176027908775784,-.277838265499278,-.4185765062329121,-.6964147717321901,1.859795245522877,1.859795245522877,0,-.7213578193675868,-.2046743591282966,-.9260321784958834,-.1671515736447454
Wenyen Gabriel,gabriwe01,2023,PO,LAL,80,37,-2.848017584952371,-6.385812693458359,-9.233830278410728,-9.238346107859416,.8464232802014923,-8.391922827657924,-4.404280011758966,-5.295911301435726,-9.700191313194692,-.1357746667075699,0,-.1357746667075699,-3.036024285973841,-1.938261268769785,-4.974285554743626,.3335112500138443
Wenyen Gabriel,gabriwe01,2023,RS,LAL,2218,1024,-1.14958338104292,1.572561472042798,.4229780909998779,-.4250424449911849,-.2271065580546838,-.6521490030458688,-1.071906185455285,1.291552101627076,.2196459161717916,1.549146164226123,1.549146164226123,0,-2.161925766174475,.8263527448255793,-1.335573021348896,-.1515757488481844
Daniel Gafford,gaffoda01,2023,RS,WAS,3338,1604,.3966872648907476,-.0126080133774549,.3840792515132926,.128703156453858,-1.72454175758174,-1.595838601127882,.3676039777921302,-.3529651272220936,.0146388505700366,2.250860810304441,2.250860810304441,0,-.3141974998550796,-.1183659481687163,-.4325634480237959,-.5180036815447254
Darius Garland,garlada01,2023,PO,CLE,367,189,.0885848053579023,1.323333021038276,1.411917826396178,.1044721503431489,-.1990433748495329,-.094571224506384,.2811101586438344,.9982557100614908,1.279365868705325,.4107763159389001,0,.4107763159389001,-1.727322852270138,2.478889866806695,.7515670145365574,2.467583385717093
Darius Garland,garlada01,2023,RS,CLE,4950,2447,3.601089538126731,.7142569497571623,4.315346487883893,3.718795708387911,.435793720182256,4.154589428570167,3.811177860129417,.6557318563902077,4.466909716519624,8.945725959794983,8.945725959794983,0,3.727902511490091,1.268844718681267,4.996747230171358,-.720234292802287
Usman Garuba,garubus01,2023,RS,HOU,2070,970,-1.938074282480624,.8542670328855617,-1.083807249595062,-4.579120617672777,-1.497201897201489,-6.076322514874267,-2.620678376775127,.4978657171125891,-2.122812659662538,.3100024481451875,.3100024481451875,0,-2.882709139178935,-.3380620735869439,-3.220771212765879,-.1264322029819958
Luka Garza,garzalu01,2023,RS,MIN,539,243,4.366904632554939,-3.429230403730856,.9376742288240831,4.77232507613913,-3.944124731424307,.8282003447148232,4.730134488896852,-3.763321712998785,.9668127758980676,.4640191242767431,.4640191242767431,0,2.725361071007821,-3.304767742441342,-.5794066714335209,.7039620978898377
Rudy Gay,gayru01,2023,RS,UTA,1753,816,-3.171240060531189,-1.034413758778868,-4.205653819310058,-1.075047239309323,3.216642858930061,2.141595619620738,-2.947808568012212,-.1885358418511648,-3.136344409863377,-.1608716934404344,-.1608716934404344,0,-2.709463234743763,-1.418758642749169,-4.128221877492932,.0172898656849304
Paul George,georgpa01,2023,RS,LAC,3977,1939,2.752537421626481,1.672880889931719,4.4254183115582,3.618693638198187,1.338660445031948,4.957354083230134,3.106010715193972,1.69641769449386,4.802428409687832,7.527367121422317,7.527367121422317,0,3.206778594071396,1.964304411080974,5.17108300515237,.7554032129520637
Taj Gibson,gibsota01,2023,RS,WAS,995,480,-3.410055917463991,-.907551463565589,-4.31760738102958,.2947271091356597,1.331765028193579,1.626492137329239,-2.838224544943484,-.476238443676724,-3.314462988620209,-.137767341913623,-.137767341913623,0,-2.732529556131588,-.3626145995505572,-3.095144155682146,-.3412681247962339
Josh Giddey,giddejo01,2023,RS,OKC,5088,2367,.3255870421416655,-2.075309487132202,-1.749722444990536,-1.981441764717929,-2.660205990521205,-4.641647755239133,-.1312792177749173,-2.33556730577275,-2.466846523547667,.3437666776470343,.3437666776470343,0,-.5460085468025985,-2.322077397603798,-2.868085944406396,.5366982592178767
Shai Gilgeous-Alexander,gilgesh01,2023,RS,OKC,5208,2416,5.374759162386864,-.0129452853852169,5.361813877001647,1.958675138363607,.8987933387468201,2.857468477110428,5.008363193521753,.1665705879793326,5.174933781501086,9.863686231636375,9.863686231636375,0,4.408069165029601,.8943025318258884,5.30237169685549,.9823127540673593
Anthony Gill,gillan01,2023,RS,WAS,1320,624,-1.049556254172775,-3.62420243147025,-4.673758685643024,-1.397738899884657,1.338424268548558,-.0593146313360986,-1.172671544239425,-2.789533247890326,-3.962204792129751,-.3850732826027016,-.3850732826027016,0,-1.751386776421833,-3.317144496700379,-5.068531273122212,-.2223219402238334
Jacob Gilyard,gilyaja01,2023,RS,MEM,87,41,-2.532689941499112,-2.965281348572355,-5.497971290071467,-6.213625297040458,-2.390783720184634,-8.604409017225091,-3.411627049755298,-3.04990934944141,-6.461536399196708,-.0777623577153771,-.0777623577153771,0,-1.26029392432322,.2692299901463672,-.9910639341768526,.1608119128860812
Rudy Gobert,goberru01,2023,PO,MIN,349,177,-.5709745944083341,-3.303651647683073,-3.874626242091407,9.918377490151233,-5.128986576932726,4.789390913218507,1.623947214952473,-3.711131765364469,-2.087184550411996,.0609793023197052,0,.0609793023197052,.7441338008207017,1.98193218133564,2.726065982156341,-1.201272887681272
Rudy Gobert,goberru01,2023,RS,MIN,4488,2148,-1.711528891582974,4.354691709422681,2.643162817839707,-2.589733829938099,1.766643338742388,-.8230904911957111,-1.986978978628042,4.062838702700236,2.075859724072194,5.25089795777767,5.25089795777767,0,-2.455271957419783,4.15011835791623,1.694846400496447,-.7215589445220004
Jordan Goodwin,goodwjo01,2023,RS,WAS,2345,1106,.0951175849273414,1.747921390948872,1.843038975876214,-4.90787417333628,.4195911155223797,-4.4882830578139,-.9364207076021611,1.598457296863447,.6620365892612863,1.922465557011746,1.922465557011746,0,-.454007893336238,1.750553626968127,1.296545733631889,-.1511136652287904
